sample_name	1_oxy2_Ko	2_empty	3_npsA_Ko	4_thdA_Ko	5_npsB_Ko	6_aroX_Ko	7_dhbX_Ko	8_icmX_Ko	9_adsX_Ko	10_hmoX_Ko	11_msfX_Ko	12_uvrX_Ko	13_oxy6_Kg	14_orfABC	15_npsA_Kg	16_thdA_Kg	17_npsB_Kg	18_aroX_Kg	19_dhbX_Kg	20_icmX_Kg	21_adsX_Kg	22_hmoX_Kg	23_msfX_Kg	24_uvrX_Kg	25_oxy1_Km	26_oxy5_Km	27_LeupAB	28_npsA_Km	29_thdA_Km	30_npsB_Km	31_aroX_Km	32_dhbX_Km	33_icmX_Km	34_adsX_Km	35_hmoX_Km	36_msfX_Km	37_uvrX_Km	38_oxy4_Kpas	39_orfA_truncated	40_npsA_Kpa	41_thdA_Kpa	42_npsB_Kpa	43_aroX_Kpa	44_dhbX_Kpa	45_icmX_Kpa	46_adsX_Kpa	47_hmoX_Kpa	48_msfX_Kpa	49_uvrX_Kpa	50_oxy8_Khaux	51_oxy3_Sp
GCF_015721725.1_ASM1572172v1_genomic.fasta	74.161	98.276								98.113			75.097												75.477	74.761												74.692												75.097	84.543
GCF_015721745.1_ASM1572174v1_genomic.fasta	87.1	98.98											97.018												99.315	97.374	99.028											94.749												97.362	85.311
GCF_015721755.1_ASM1572175v1_genomic.fasta	99.542	98.851	99.606	99.134	99.359	100.0	100.0	99.842	99.436	98.039	99.432	99.116	86.421		94.938	96.97	95.195	95.214	96.97	96.209	95.385	95.966	92.62	94.385	86.644	86.827		93.491	93.665	94.075	94.872	95.165	95.893	95.128	95.767	92.701	93.236	85.959		93.294	93.074	94.235	94.53	94.784	95.893	95.143	95.635	92.376	93.28	86.009	84.102
GCF_015773165.1_ASM1577316v1_genomic.fasta	86.872	98.98								100.0			97.018												99.543	97.603	99.352											94.977												97.362	85.311
GCF_015999385.1_ASM1599938v1_genomic.fasta	74.161	94.898								98.039			75.097												75.477	74.761	92.227											74.692												75.097	84.783
GCF_016529765.1_ASM1652976v1_genomic.fasta	99.656	98.851			100.0					96.364	99.594	98.806	86.766				96.407					98.246	92.62	94.341	86.872	87.171				94.611					96.491	92.701	93.192	86.301				94.611					94.737	92.376	93.236	86.239	84.26
GCF_016618215.1_ASM1661821v1_genomic.fasta	87.1	98.98								98.039			96.904												99.201	97.26	99.19											94.635												97.248	85.311
GCF_016620455.1_ASM1662045v1_genomic.fasta	87.056	78.947	93.36	92.208	94.236	94.359	94.784	96.367	94.769	95.629	92.62	93.28	96.087		94.609	93.939	95.471	96.41	93.939	95.419	96.41	96.7	95.053	95.756	97.032	99.656	92.227	97.699	98.268	98.307	99.231	98.855	99.052	99.026	99.538	98.297	98.408	95.991		99.54	100.0	99.817	99.829	99.237	99.684	99.489	99.802	99.594	99.691	95.757	84.688
GCF_016636025.1_ASM1663602v1_genomic.fasta	99.427	98.276	99.408	99.134	99.542	99.145	99.873	100.0	99.538	99.735	99.513	99.16	86.997		95.266	96.97	95.263	95.726	96.97	96.367	95.385	96.032	92.701	94.518	87.1	87.4		93.82	93.665	94.122	95.385	95.293	96.051	95.128	95.833	92.782	93.413	86.53		93.557	93.074	94.282	95.043	94.911	96.051	95.143	95.701	92.457	93.501	86.468	84.543
GCF_016636045.1_ASM1663604v1_genomic.fasta	100.0	98.851	99.408	99.134	99.405	98.889	99.618	99.842	99.231	99.669	99.27	99.072	86.881		95.135	96.97	95.24	95.641	96.97	96.524	95.282	96.098	92.539	94.385	86.986	87.171		93.688	93.665	94.052	95.128	95.293	95.893	95.026	95.899	92.376	93.369	86.416		93.425	93.074	94.212	94.786	94.911	95.893	95.143	95.767	92.052	93.324	86.353	84.26
GCF_016636055.1_ASM1663605v1_genomic.fasta	99.656	99.425			100.0					96.364	99.594	99.425	86.997				96.407					98.246	92.62	94.43	87.1	87.4				94.611					96.491	92.701	93.192	86.53				94.611					94.737	92.376	93.28	86.468	84.543
GCF_016636085.1_ASM1663608v1_genomic.fasta	99.542	98.851			98.214					98.039	99.513	99.248	86.881				95.808					98.246	92.457	94.385	86.986	87.285				94.012					96.491	92.62	93.28	86.416				94.012					94.737	92.295	93.369	86.353	84.369
GCF_016636105.1_ASM1663610v1_genomic.fasta	99.427	98.276	99.408	99.134	99.52	99.145	99.873	100.0	99.487	99.735	99.513	99.204	86.997		95.266	96.97	95.24	95.726	96.97	96.367	95.333	96.032	92.701	94.562	87.1	87.4		93.82	93.665	94.099	95.385	95.293	96.051	95.077	95.833	92.782	93.457	86.53		93.557	93.074	94.259	95.043	94.911	96.051	95.092	95.701	92.457	93.546	86.468	84.543
GCF_016636135.1_ASM1663613v1_genomic.fasta	99.427	98.276	99.408	99.134	100.0	99.145	99.873	100.0	99.487	99.735	99.513	99.204	86.997		95.266	96.97	95.522	95.726	96.97	96.367	95.333	96.032	92.701	94.562	87.1	87.4		93.82	93.665	93.284	95.385	95.293	96.051	95.077	95.833	92.782	93.457	86.53		93.557	93.074	93.284	95.043	94.911	96.051	95.092	95.701	92.457	93.546	86.468	84.543
GCF_016636165.1_ASM1663616v1_genomic.fasta	99.198	100.0	99.474	99.134	99.497	99.145	99.618	99.684	99.692	99.735	99.676	99.293	86.766		95.069	96.97	95.332	95.556	96.97	96.051	95.333	95.899	92.782	94.562	86.872	87.171		93.623	93.665	94.143	95.214	95.293	95.735	95.077	95.701	92.782	93.546	86.301		93.36	93.074	94.303	94.872	94.911	95.735	95.092	95.569	92.457	93.501	86.239	84.449
GCF_016643945.1_ASM1664394v1_genomic.fasta	99.427	99.425	99.408	99.134	99.542	99.145	99.873	100.0	99.487	100.0	99.432	99.293	86.997		95.266	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.62	94.518	87.1	87.4		93.82	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.701	93.369	86.53		93.557	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.376	93.457	86.468	84.449
GCF_016652915.1_ASM1665291v1_genomic.fasta	87.171	98.98	93.688	92.76	94.145	94.872	95.165	96.051	95.026	100.0	92.863	93.103	97.353		95.003	94.667	95.563	96.752	94.667	95.103	96.667	96.898	94.972	95.535	98.973	97.709	99.838	99.934	100.0	99.794	100.0	100.0	100.0	99.436	99.142	99.919	99.823	95.074		97.83	98.268	98.421	99.402	98.855	98.736	98.671	99.142	98.135	98.32	97.018	85.444
GCF_016652925.1_ASM1665292v1_genomic.fasta	87.4	98.98	93.688	92.308	94.167	94.872	95.165	95.893	94.974	95.894	92.782	92.971	97.583		95.003	93.778	95.563	96.752	93.778	94.945	96.615	96.898	95.053	95.623	99.201	97.938	99.19	99.934	99.134	99.725	100.0	100.0	99.842	99.385	99.142	98.865	98.718	95.304		97.83	97.403	98.444	99.402	98.855	98.578	98.62	99.142	99.189	99.602	97.248	85.444
GCF_016652965.1_ASM1665296v1_genomic.fasta	86.986	98.98											97.133												99.429	97.489	99.19											94.863												97.477	85.405
GCF_016652995.1_ASM1665299v1_genomic.fasta	86.986	98.98											97.133												99.429	97.489	99.19											94.863												97.477	85.405
GCF_016653015.1_ASM1665301v1_genomic.fasta	86.758	98.98								98.039			96.56												99.315	96.918	98.866											94.521												96.904	85.217
GCF_016653035.1_ASM1665303v1_genomic.fasta	86.872	98.98								98.0			97.248												99.315	97.146	99.19											95.205												97.592	85.405
GCF_016653045.1_ASM1665304v1_genomic.fasta	86.766	95.918	95.003	95.671	95.195	95.214	95.293	96.682	95.179	95.695	92.62	94.341	99.885	99.961	99.343	99.567	99.497	99.658	99.567	99.684	99.538	99.604	100.0	99.646	96.674	96.087		94.938	95.37	95.38	96.752	97.328	95.419	96.769	96.7	94.891	95.623	95.742	94.673	94.806	93.506	95.448	96.581	97.201	95.419	96.421	96.436	95.134	95.712	99.087	84.915
GCF_016653085.1_ASM1665308v1_genomic.fasta	86.986	98.98											97.133												99.658	97.489	99.514											95.091												97.477	85.405
GCF_016656825.1_ASM1665682v1_genomic.fasta	86.468	95.918	95.201	96.104	95.217	95.214	95.674	96.682	94.974	100.0	92.457	94.076	99.543	99.882	99.408	100.0	99.748	99.658	100.0	99.684	99.333	99.67	99.757	99.498	97.018	95.757		95.135	94.667	95.38	96.752	97.71	95.419	96.513	96.898	94.647	96.687	95.413	94.915	95.003	93.939	95.448	96.581	97.583	95.419	96.115	96.634	95.053	96.988	99.429	84.877
GCF_016679895.1_KLEB011_genomic.fasta	87.171	98.98	93.688	92.76	94.145	94.872	95.165	96.051	95.026	95.894	92.863	93.103	97.353		95.003	94.667	95.563	96.752	94.667	95.103	96.667	96.898	94.972	95.535	98.973	97.709	99.757	99.934	100.0	99.794	100.0	100.0	100.0	99.436	99.142	99.919	99.823	95.074		97.83	98.268	98.421	99.402	98.855	98.736	98.671	99.142	98.135	98.32	97.018	85.444
GCF_016734915.1_ASM1673491v1_genomic.fasta	86.986	98.98											97.362												99.201	97.26	99.271											95.091												97.706	85.405
GCF_016734965.1_ASM1673496v1_genomic.fasta	87.1	98.98	93.557	92.76	94.167	95.043	95.038	96.051	94.974	95.96	92.863	93.148	97.018		94.872	94.667	95.517	97.094	94.667	95.103	96.615	96.964	94.972	95.579	99.772	97.374	99.109	99.671	100.0	99.588	99.487	99.873	100.0	99.385	99.208	99.757	99.779	94.977		97.699	98.268	98.399	99.06	98.728	98.736	98.62	99.208	98.135	98.364	97.362	85.485
GCF_016734995.1_ASM1673499v1_genomic.fasta	99.771	100.0	99.54	100.0	99.886	99.231	100.0	100.0	99.538	99.801	99.108	98.939	86.651		95.069	96.104	95.217	95.641	96.104	96.367	95.385	95.966	92.782	94.474	86.758	87.056		93.557	92.76	94.007	95.299	95.165	96.051	95.128	95.767	92.863	93.369	86.187		93.294	92.208	94.213	94.957	94.784	96.051	95.143	95.635	92.62	93.457	86.124	84.449
GCF_016735005.1_ASM1673500v1_genomic.fasta	87.215	98.98											97.133												99.429	97.489	99.19											94.863												97.477	85.311
GCF_016772995.1_ASM1677299v1_genomic.fasta	86.986	98.98								95.0			96.789												100.0	97.146	99.352											94.749												97.133	85.311
GCF_016773035.1_ASM1677303v1_genomic.fasta	99.656	100.0	99.408	99.134	99.382	99.487	99.491	99.526	99.026	100.0	99.513	99.293	86.997		95.266	96.97	95.263	95.556	96.97	95.893	95.077	96.032	92.539	94.385	87.1	87.4		93.82	93.665	94.075	95.214	95.42	95.577	94.821	95.833	92.62	93.28	86.53		93.557	93.074	94.235	94.872	95.038	95.577	94.834	95.701	92.295	93.369	86.468	84.543
GCF_016773175.1_ASM1677317v1_genomic.fasta	99.542	98.276	99.343	99.134	99.542	99.487	99.618	99.052	98.41	100.0	99.27	99.514	86.421		95.332	96.97	95.263	95.556	96.97	95.419	94.821	96.362	92.701	94.43	86.644	86.827		93.754	93.665	94.122	95.214	95.293	95.103	94.513	96.164	92.62	93.148	85.959		93.491	93.074	94.282	94.872	94.911	95.103	94.632	96.032	92.295	93.236	86.009	84.196
GCF_016774035.1_ASM1677403v1_genomic.fasta	99.656	100.0	99.408	99.134	99.382	99.487	99.491	99.526	99.026	100.0	99.513	99.293	86.997		95.266	96.97	95.263	95.556	96.97	95.893	95.077	96.032	92.539	94.385	87.1	87.4		93.82	93.665	94.075	95.214	95.42	95.577	94.821	95.833	92.62	93.28	86.53		93.557	93.074	94.235	94.872	95.038	95.577	94.834	95.701	92.295	93.369	86.468	84.543
GCF_016774075.1_ASM1677407v1_genomic.fasta	99.656	100.0	99.408	99.134	99.382	99.487	99.491	99.526	99.026	100.0	99.513	99.293	86.997		95.266	96.97	95.263	95.556	96.97	95.893	95.077	96.032	92.539	94.385	87.1	87.4		93.82	93.665	94.075	95.214	95.42	95.577	94.821	95.833	92.62	93.28	86.53		93.557	93.074	94.235	94.872	95.038	95.577	94.834	95.701	92.295	93.369	86.468	84.543
GCF_016774315.1_ASM1677431v1_genomic.fasta	99.542	98.276	99.343	99.134	99.542	99.487	99.618	99.052	98.41	100.0	99.27	99.514	86.421		95.332	96.97	95.263	95.556	96.97	95.419	94.821	96.362	92.701	94.43	86.644	86.827		93.754	93.665	94.122	95.214	95.293	95.103	94.513	96.164	92.62	93.148	85.959		93.491	93.074	94.282	94.872	94.911	95.103	94.632	96.032	92.295	93.236	86.009	84.196
GCF_016811025.1_ASM1681102v1_genomic.fasta	86.766	95.918	95.003	96.104	95.149	95.214	95.674	96.367	95.128	95.828	92.539	94.601	99.885	99.725	99.343	100.0	99.497	99.487	100.0	99.368	99.385	99.67	99.594	99.852	96.674	96.087		94.938	94.667	95.357	96.752	97.71	95.103	96.615	96.898	94.891	95.118	95.742	94.915	94.806	93.939	95.425	96.581	97.583	95.103	96.268	96.634	95.134	95.044	99.087	84.915
GCF_016903415.1_ASM1690341v1_genomic.fasta	99.427	100.0								100.0			86.766												86.872	87.171												86.301												86.239	84.449
GCF_016903715.1_ASM1690371v1_genomic.fasta	99.542	99.425	99.408	99.134	99.52	99.573	99.618	99.052	98.615	99.205	99.351	99.469	86.421		95.266	96.97	95.24	95.641	96.97	95.419	94.923	96.296	92.782	94.385	86.644	86.827		93.82	93.665	94.145	95.299	95.293	95.103	94.615	96.098	92.701	93.103	85.959		93.557	93.074	94.305	94.957	94.911	95.103	94.734	95.966	92.376	93.192	86.009	84.196
GCF_016903975.1_ASM1690397v1_genomic.fasta	74.161	100.0			100.0					100.0	99.676	99.204	75.097				96.407					98.246	92.782	94.474	75.477	74.761				94.611					96.491	92.782	93.28	74.692				94.611					94.737	92.457	93.369	75.097	84.29
GCF_016904515.1_ASM1690451v1_genomic.fasta	99.542	99.425	99.408	99.134	99.52	99.487	99.618	99.052	98.615	98.0	99.351	99.469	86.421		95.266	96.97	95.24	95.556	96.97	95.419	94.923	96.296	92.782	94.385	86.644	86.827		93.82	93.665	94.145	95.214	95.293	95.103	94.615	96.098	92.701	93.103	85.959		93.557	93.074	94.305	94.872	94.911	95.103	94.734	95.966	92.376	93.192	86.009	84.196
GCF_016905825.1_ASM1690582v1_genomic.fasta	87.215	98.98								98.0			97.133												99.429	97.489	99.19											94.863												97.477	85.311
GCF_016918825.1_ASM1691882v1_genomic.fasta	99.542	98.851	99.606	99.134	99.359	100.0	100.0	99.842	99.436	99.801	99.432	99.116	86.421		94.938	96.97	95.195	95.214	96.97	96.209	95.385	95.966	92.62	94.385	86.644	86.827		93.491	93.665	94.075	94.872	95.165	95.893	95.128	95.767	92.701	93.236	85.959		93.294	93.074	94.235	94.53	94.784	95.893	95.143	95.635	92.376	93.28	86.009	84.196
GCF_017114595.1_ASM1711459v1_genomic.fasta	87.215									98.0			97.018												99.772	97.374												94.749												97.362	85.499
GCF_017310465.1_ASM1731046v1_genomic.fasta	99.313	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.538	99.735	99.513	99.248	86.881		95.201	96.97	95.263	95.726	96.97	96.367	95.385	96.032	92.701	94.607	86.986	87.285		93.754	93.665	94.122	95.385	95.293	96.051	95.128	95.833	92.782	93.501	86.416		93.491	93.074	94.282	95.043	94.911	96.051	95.143	95.701	92.457	93.59	86.353	84.354
GCF_017348855.1_ASM1734885v1_genomic.fasta	87.1	98.98											97.248												99.543	97.603	99.19											94.977												97.592	85.499
GCF_017639895.1_ASM1763989v1_genomic.fasta	87.215	98.98											97.133												99.429	97.489	99.19											94.863												97.477	85.311
GCF_017798285.1_ASM1779828v1_genomic.fasta	87.1	97.959	93.491	92.208	94.259	94.359	94.784	96.209	94.974	95.563	92.782	93.192	97.248		94.74	93.939	95.608	96.41	93.939	95.261	96.615	96.634	95.053	95.623	99.543	97.603	99.028	97.83	98.268	98.902	99.402	98.855	98.894	99.128	99.472	98.865	98.541	94.977		99.671	100.0	99.314	99.829	99.491	99.842	99.642	99.868	99.189	99.514	97.592	85.499
GCF_017810085.1_ASM1781008v1_genomic.fasta	86.986	98.98								98.0			97.133												99.429	97.489	99.19											94.863												97.477	85.405
GCF_017815775.1_ASM1781577v1_genomic.fasta	86.827	95.918											95.972												96.804	99.427	91.984											95.876												95.642	84.405
GCF_017863855.1_ASM1786385v1_genomic.fasta	86.766	95.918	95.069	95.671	95.172	95.214	95.674	96.682	95.179	98.113	92.62	94.385	99.885	99.921	99.671	99.567	99.474	99.658	99.567	99.684	99.538	99.868	99.757	99.779	96.674	96.087		94.872	95.023	95.357	96.752	97.71	95.419	96.667	96.964	94.972	95.756	95.742	94.915	94.74	93.506	95.425	96.581	97.583	95.419	96.319	96.7	95.215	95.844	99.087	84.915
GCF_017863935.1_ASM1786393v1_genomic.fasta	86.353	95.918	95.135	96.104	95.217	95.043	95.674	96.682	95.128	98.182	92.457	94.253	99.429	99.921	99.869	100.0	99.748	99.658	100.0	99.684	99.487	99.736	99.676	99.558	97.133	95.872		94.938	94.667	95.38	96.581	97.71	95.419	96.718	96.964	94.891	95.712	95.298	94.915	94.675	93.939	95.448	96.41	97.583	95.419	96.421	96.7	95.134	95.8	99.772	84.972
GCF_017968865.1_ASM1796886v1_genomic.fasta	99.656	100.0	99.737	100.0	99.886	100.0	100.0	99.842	99.795	99.934	99.108	99.116	86.536		95.135	96.104	95.172	95.214	96.104	96.209	95.231	95.966	92.782	94.385	86.644	86.942		93.623	92.76	93.962	94.872	95.165	95.893	94.974	95.767	92.863	93.457	86.073		93.425	92.208	94.167	94.53	94.784	95.893	94.99	95.635	92.62	93.457	86.009	84.354
GCF_017974245.1_ASM1797424v1_genomic.fasta	74.161	100.0	99.343	99.134	99.428	99.573	99.491	99.684	99.026	99.735	99.594	99.16	75.097		95.201	96.97	95.217	95.641	96.97	96.051	95.077	96.032	92.863	94.474	75.477	74.761		93.754	93.665	94.029	95.299	95.42	95.735	94.821	95.833	92.863	93.457	74.692		93.491	93.074	94.189	94.957	95.038	95.735	94.939	95.701	92.539	93.413	75.097	84.26
GCF_018068785.1_ASM1806878v1_genomic.fasta	99.542	100.0	99.408	99.134	99.474	99.06	99.873	100.0	99.487	98.0	99.513	99.204	86.997		95.003	96.97	95.195	95.641	96.97	96.367	95.333	96.032	92.701	94.562	87.1	87.4		93.557	93.665	94.053	95.299	95.293	96.051	95.077	95.833	92.782	93.457	86.53		93.294	93.074	94.213	94.957	94.911	96.051	95.092	95.701	92.457	93.546	86.468	84.637
GCF_018092585.1_ASM1809258v1_genomic.fasta	87.1	98.98								97.959			96.904												99.886	97.26	99.271											94.863												97.248	85.405
GCF_018092635.1_ASM1809263v1_genomic.fasta	87.1	98.98								97.959			96.904												99.886	97.26	99.271											94.863												97.248	85.405
GCF_018138395.1_ASM1813839v1_genomic.fasta	86.942	95.918								100.0			95.972												96.918	99.542	92.146											95.876												95.642	84.594
GCF_018138465.1_ASM1813846v1_genomic.fasta	87.171	95.918								100.0			96.203												97.146	100.0	92.308											96.105												95.872	84.877
GCF_018138485.1_ASM1813848v1_genomic.fasta	86.942	95.918								100.0			95.972												96.918	99.542	92.146											95.876												95.642	84.594
GCF_018138905.1_ASM1813890v1_genomic.fasta	99.542	99.425	99.408	99.134	99.52	99.573	99.618	99.052	98.615	100.0	99.351	99.469	86.421		95.266	96.97	95.24	95.641	96.97	95.419	94.923	96.296	92.782	94.385	86.644	86.827		93.82	93.665	94.145	95.299	95.293	95.103	94.615	96.098	92.701	93.103	85.959		93.557	93.074	94.305	94.957	94.911	95.103	94.734	95.966	92.376	93.192	86.009	84.196
GCF_018139045.1_ASM1813904v1_genomic.fasta	86.191	94.898	93.491	92.208	94.19	94.359	95.038	96.051	94.974	95.695	92.457	93.103	95.762	95.066	94.74	93.939	95.471	96.41	93.939	95.103	96.615	96.766	95.134	95.579	94.61	95.972		97.83	98.268	98.261	99.231	99.109	98.736	99.128	99.604	98.054	98.32	99.658	98.792	99.671	100.0	99.863	99.829	99.746	100.0	99.591	99.868	100.0	99.912	95.205	85.108
GCF_018140945.1_ASM1814094v1_genomic.fasta	87.285	98.98	93.623	92.76	93.984	94.872	95.165	96.051	94.974	98.039	92.782	93.192	97.238		94.938	94.667	95.38	96.752	94.667	95.103	96.821	97.03	94.891	95.579	99.087	97.595	99.19	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	94.96		97.765	98.268	98.261	99.402	98.855	98.736	99.029	99.604	98.054	98.408	96.904	85.35
GCF_018257735.1_ASM1825773v1_genomic.fasta	86.712	94.898								100.0			95.742												96.689	99.542	92.389											95.647												95.413	84.877
GCF_018422065.1_ASM1842206v1_genomic.fasta	87.285	98.98	93.623	92.76	93.984	94.815	95.165	96.051	94.974	95.828	92.782	93.192	97.238		94.938	94.667	95.38	96.296	94.667	95.103	96.821	97.03	94.891	95.579	99.087	97.595	99.19	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	94.96		97.765	98.268	98.261	99.259	98.855	98.736	99.029	99.604	98.054	98.408	96.904	85.35
GCF_018422165.1_ASM1842216v1_genomic.fasta	87.285	98.98	93.754	92.76	94.099	94.786	95.038	95.893	94.914	95.828	92.863	90.809	97.468		95.069	94.667	95.509	96.838	94.667	94.945	96.897	96.832	94.972	94.853	99.087	97.824	99.109	99.869	100.0	100.0	99.402	99.873	99.842	99.914	99.076	99.919	99.265	95.189		97.896	98.268	98.592	98.974	98.728	98.578	98.885	99.076	98.135	97.794	97.133	85.35
GCF_018438865.1_ASM1843886v1_genomic.fasta	87.215	98.98											97.018												99.772	97.374	99.352											94.749												97.362	85.499
GCF_018439305.1_ASM1843930v1_genomic.fasta	86.758	98.98											96.56												99.315	96.918	98.866											94.521												96.904	85.217
GCF_018439315.1_ASM1843931v1_genomic.fasta	86.758	98.98											96.56												99.315	96.918	98.866											94.521												96.904	85.217
GCF_018439335.1_ASM1843933v1_genomic.fasta	86.758	98.98											96.56												99.315	96.918	98.866											94.521												96.904	85.217
GCF_018439355.1_ASM1843935v1_genomic.fasta	87.215	98.98											97.018												99.772	97.374	99.352											94.749												97.362	85.499
GCF_018439405.1_ASM1843940v1_genomic.fasta	87.215	98.98											97.018												99.772	97.374	99.352											94.749												97.362	85.499
GCF_018440985.1_ASM1844098v1_genomic.fasta	86.872	98.98								98.039			97.018												99.543	97.603	99.352											94.977												97.362	85.311
GCF_018441525.1_ASM1844152v1_genomic.fasta	99.427	100.0	99.474	99.134	99.588	99.145	99.873	99.842	99.641	99.669	99.594	99.072	86.766		95.069	96.97	95.195	95.897	96.97	96.209	95.385	95.833	92.863	94.651	87.1	87.171		93.623	93.665	94.03	95.556	95.293	95.893	95.128	95.635	92.863	93.501	86.53		93.36	93.074	94.19	95.214	94.911	95.893	95.143	95.503	92.539	93.634	86.239	84.354
GCF_018442305.1_ASM1844230v1_genomic.fasta	86.758	98.98											96.56												99.315	96.918	98.866											94.521												96.904	85.217
GCF_018442325.1_ASM1844232v1_genomic.fasta	86.758	98.98											96.56												99.315	96.918	98.866											94.521												96.904	85.217
GCF_018443125.1_ASM1844312v1_genomic.fasta	86.758	98.98											96.56												99.315	96.918	98.866											94.521												96.904	85.217
GCF_018443185.1_ASM1844318v1_genomic.fasta	99.427	98.276	99.343	98.701	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.537	95.263	95.726	96.537	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.213	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	92.641	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_018443495.1_ASM1844349v1_genomic.fasta	99.427	98.276	99.343	98.701	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.537	95.263	95.726	96.537	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.213	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	92.641	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_018443665.1_ASM1844366v1_genomic.fasta	99.427	98.276	99.343	98.701	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.537	95.263	95.726	96.537	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.213	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	92.641	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_018443705.1_ASM1844370v1_genomic.fasta	99.427	98.276	99.343	98.701	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.537	95.263	95.726	96.537	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.213	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	92.641	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_018443785.1_ASM1844378v1_genomic.fasta	99.427	98.276	99.343	98.701	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.537	95.263	95.726	96.537	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.213	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	92.641	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_018443915.1_ASM1844391v1_genomic.fasta	99.427	98.276	99.343	98.701	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.537	95.263	95.726	96.537	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.213	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	92.641	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_018443995.1_ASM1844399v1_genomic.fasta	99.427	98.276	99.343	98.701	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.537	95.263	95.726	96.537	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.213	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	92.641	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_018444055.1_ASM1844405v1_genomic.fasta	99.427	98.276	99.343	98.701	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.537	95.263	95.726	96.537	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.213	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	92.641	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_018444115.1_ASM1844411v1_genomic.fasta	99.771	100.0	99.54	100.0	99.84	99.915	100.0	100.0	99.897	99.868	99.108	98.983	86.651		95.069	96.104	95.217	95.299	96.104	96.367	95.231	95.899	92.782	94.253	86.758	87.056		93.557	92.76	94.007	94.957	95.165	96.051	94.974	95.701	92.863	93.369	86.187		93.294	92.208	94.213	94.615	94.784	96.051	94.99	95.569	92.62	93.369	86.124	84.449
GCF_018444465.1_ASM1844446v1_genomic.fasta	99.427	98.276	99.343	98.701	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.537	95.263	95.726	96.537	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.213	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	92.641	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_018447075.1_ASM1844707v1_genomic.fasta	99.542	100.0	99.408	99.134	99.497	99.145	99.873	100.0	99.489	98.0	99.513	99.248	86.997		95.003	96.97	95.217	95.726	96.97	96.367	95.982	96.032	92.701	94.607	87.1	87.4		93.557	93.665	94.076	95.385	95.293	96.051	95.69	95.833	92.782	93.501	86.53		93.294	93.074	94.236	95.043	94.911	96.051	95.69	95.701	92.457	93.59	86.468	84.543
GCF_018604105.1_ASM1860410v1_genomic.fasta	86.872	98.98								100.0			97.018												99.543	97.374	99.352											94.977												97.362	85.311
